N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1431,아진전자부품,942,하락 1,-0.11%,500,464,"49,300",0.55,"39,504",8.49,3.24
1432,케이탑리츠,963,하락 3,-0.31%,"1,000",463,"48,061",11.98,"27,023",10.24,5.07
1433,미래에셋 천연가스 선물 ETN B,"11,555",상승 180,+1.58%,0,462,"4,000",0.00,"207,910",N/A,N/A
1434,KoAct 팔란티어밸류체인액티브,"12,660",상승 100,+0.80%,0,462,"3,650",0.34,"45,724",N/A,N/A
1435,KIWOOM 고배당,"16,000",하락 40,-0.25%,0,456,"2,850",0.17,"31,685",N/A,N/A
1436,코아스,"4,000",상승 200,+5.26%,500,456,"11,400",1.50,"57,326",-0.41,-146.02
1437,TIMEFOLIO 코리아밸류업액티브,"15,705",상승 240,+1.55%,0,455,"2,900",0.10,"87,661",N/A,N/A
1438,KODEX 미국S&P500금융,"19,350",하락 20,-0.10%,0,455,"2,350",0.04,"3,732",N/A,N/A
1439,주성코퍼레이션,858,하락 5,-0.58%,500,453,"52,810",2.39,"80,174",16.19,18.75
1440,에쓰씨엔지니어링,"1,189",하락 24,-1.98%,500,452,"38,036",1.97,"117,572",-6.64,8.76
1441,DYP,"3,425",하락 10,-0.29%,500,451,"13,168",1.71,"6,645",6.18,6.54
1442,KODEX 차이나심천ChiNext(합성),"14,740",상승 360,+2.50%,0,450,"3,051",0.21,"18,136",N/A,N/A
1443,KODEX 차이나H레버리지(H),"2,895",하락 30,-1.03%,0,449,"15,500",1.58,"160,437",N/A,N/A
1444,PLUS 글로벌휴머노이드로봇액티브,"18,265",상승 265,+1.47%,0,447,"2,450",0.09,"137,755",N/A,N/A
1445,SH에너지화학,401,하락 6,-1.47%,500,446,"111,134",32.54,"88,321",-3.61,-12.27
1446,KB 레버리지 미국 나스닥 100 TR ETN B,"22,230",보합 0,0.00%,0,445,"2,000",0.00,0,N/A,N/A
1447,KODEX 미국S&P500산업재(합성),"39,030",하락 265,-0.67%,0,445,"1,139",0.04,"1,974",N/A,N/A
1448,시디즈,"22,150",하락 150,-0.67%,500,443,"2,000",1.95,777,-9.81,1.39
1449,KIWOOM 통안채1년,"105,400",상승 25,+0.02%,0,443,420,0.12,215,N/A,N/A
1451,RISE 금융채액티브,"102,105",하락 20,-0.02%,0,441,432,0.02,94,N/A,N/A
1452,ACE 5월만기자동연장회사채AA-이상액티브,"10,500",하락 5,-0.05%,0,441,"4,200",0.00,111,N/A,N/A
1453,KB 일본 로보틱스 TOP 10 ETN,"21,920",상승 115,+0.53%,0,438,"2,000",0.00,985,N/A,N/A
1454,TIGER 200타겟위클리커버드콜,"12,165",상승 150,+1.25%,0,438,"3,600",0.17,"414,062",N/A,N/A
1455,KB 레버리지 FANG 플러스 ETN(H),"87,420",상승 865,+1.00%,0,437,500,0.00,8,N/A,N/A
1456,신한 인버스 2X WTI원유 선물 ETN(H),69,하락 2,-2.82%,0,437,"633,000",0.00,"2,329,440",N/A,N/A
1457,WON 미국빌리어네어,"16,090",상승 60,+0.37%,0,434,"2,700",0.06,"14,182",N/A,N/A
1458,KR모터스,502,하락 1,-0.20%,500,434,"86,375",29.72,"110,309",-6.78,-42.76
1459,DL우,"25,700",하락 500,-1.91%,"5,000",433,"1,686",3.31,"7,745",-21.51,N/A
1460,씨티알모빌리티,"5,030",상승 30,+0.60%,500,433,"8,610",0.81,"8,988",-2.64,-21.20
1461,한투 인버스2X천연가스선물 ETN B,"10,825",하락 470,-4.16%,0,433,"4,000",0.00,"226,229",N/A,N/A
1462,ACE 미국배당퀄리티,"11,985",하락 10,-0.08%,0,431,"3,600",0.03,"26,800",N/A,N/A
1463,ACE 인도컨슈머파워액티브,"9,670",하락 145,-1.48%,0,430,"4,450",0.03,"4,951",N/A,N/A
1464,한투 레버리지 플래티넘 선물 ETN,"43,005",상승 280,+0.66%,0,430,"1,000",0.00,775,N/A,N/A
1465,문배철강,"2,085",보합 0,0.00%,500,427,"20,504",2.41,"37,274",10.64,3.58
1466,미래에셋 2X 홍콩H 선물 ETN,"42,710",하락 320,-0.74%,0,427,"1,000",0.00,37,N/A,N/A
1467,메리츠 국채30년 ETN,"8,510",상승 60,+0.71%,0,426,"5,000",0.00,4,N/A,N/A
1468,KIWOOM 국고채3년,"108,895",하락 65,-0.06%,0,425,390,0.06,345,N/A,N/A
1469,한투 블룸버그레버리지WTI원유선물 ETN B,"21,205",상승 425,+2.05%,0,424,"2,000",0.00,"3,842",N/A,N/A
1470,KODEX K방산TOP10레버리지,"7,840",상승 570,+7.84%,0,423,"5,400",1.88,"792,733",N/A,N/A
1471,계양전기,"1,544",상승 51,+3.42%,500,420,"27,223",2.11,"755,965",-0.74,-69.61
1472,신풍,"1,201",하락 14,-1.15%,500,420,"34,959",3.06,"434,571",400.33,0.43
1473,미래에셋 미국 방위산업 TOP3 ETN,"13,910",하락 30,-0.22%,0,417,"3,000",0.00,14,N/A,N/A
1474,RISE 200선물레버리지,"41,610","상승 1,120",+2.77%,0,416,"1,000",0.31,"23,369",N/A,N/A
1476,PLUS 우주항공&UAM,"21,875",상승 525,+2.46%,0,416,"1,900",0.14,"22,245",N/A,N/A
1477,엑시큐어하이트론,541,보합 0,0.00%,500,413,"76,432",0.65,0,-0.48,-354.15
1478,SOL 전고체배터리&실리콘음극재,"14,240",상승 565,+4.13%,0,413,"2,900",0.36,"366,931",N/A,N/A
1480,KoAct 미국나스닥채권혼합50액티브,"10,580",상승 60,+0.57%,0,413,"3,900",0.24,"35,515",N/A,N/A
1481,미래에셋 미국 자율주행대표기업 ETN,"13,745",하락 20,-0.15%,0,412,"3,000",0.00,"80,104",N/A,N/A
1482,PLUS 코리아밸류업,"16,830",상승 225,+1.36%,0,412,"2,450",0.05,488,N/A,N/A
1484,플레이그램,270,상승 1,+0.37%,100,410,"151,888",2.14,"160,144",3.29,-2.06
1485,부국철강,"2,050",하락 5,-0.24%,500,410,"20,000",1.86,"18,341",68.33,1.77
1486,KODEX 아시아달러채권ESG플러스액티브,"64,680",하락 240,-0.37%,0,409,632,0.00,360,N/A,N/A
1487,HANARO Fn K-뉴딜디지털플러스,"8,785",상승 95,+1.09%,0,404,"4,600",0.00,644,N/A,N/A
1488,RISE 팔란티어고정테크100,"14,425",상승 75,+0.52%,0,404,"2,800",3.77,"22,488",N/A,N/A
1489,ACE 글로벌자율주행액티브,"13,690",상승 80,+0.59%,0,404,"2,950",0.28,"379,304",N/A,N/A
1490,DAISHIN343 AI반도체&인프라액티브,"14,420",상승 185,+1.30%,0,404,"2,800",0.06,"13,630",N/A,N/A
1491,삼성 S&P500 VIX S/T 선물 ETN B,"13,450",하락 105,-0.77%,0,404,"3,000",0.00,"44,304",N/A,N/A
1492,진양폴리,"4,025",상승 185,+4.82%,500,402,"10,000",4.16,"227,916",24.39,9.74
1493,KODEX 한국대만IT프리미어,"40,250",상승 625,+1.58%,0,402,"1,000",0.06,"15,965",N/A,N/A
1494,FOCUS AI코리아액티브,"19,590",상승 310,+1.61%,0,402,"2,050",0.00,"1,067",N/A,N/A
1495,PLUS 글로벌방산,"17,065",상승 45,+0.26%,0,401,"2,350",0.13,"19,743",N/A,N/A
1496,한투 일본니케이225선물 ETN(H),"13,285",하락 15,-0.11%,0,399,"3,000",0.00,1,N/A,N/A
1497,KODEX 미국달러선물레버리지,"17,770",하락 50,-0.28%,0,398,"2,240",0.00,"13,739",N/A,N/A
1498,ACE MSCI인도네시아(합성),"9,040",하락 30,-0.33%,0,398,"4,400",0.14,"12,008",N/A,N/A
1499,TIGER 200 헬스케어,"22,330",하락 100,-0.45%,0,393,"1,760",0.55,"39,505",N/A,N/A
1500,삼성 레버리지 항셍테크 TR ETN(H) B,"38,900",상승 350,+0.91%,0,389,"1,000",0.00,"1,642",N/A,N/A
1501,금호전기,627,하락 4,-0.63%,500,386,"61,554",14.22,"143,993",-3.73,-56.56
1502,PLUS 미국S&P500미국채혼합50액티브,"11,675",하락 10,-0.09%,0,385,"3,300",0.08,"128,673",N/A,N/A
1503,ACE 미국달러단기채권액티브,"12,410",하락 30,-0.24%,0,385,"3,100",0.05,"82,941",N/A,N/A
1504,한익스프레스,"3,205",하락 15,-0.47%,500,385,"12,000",2.55,"21,490",3.48,18.75
1505,미래에셋 인버스 천연가스 선물 ETN B,"9,610",하락 200,-2.04%,0,384,"4,000",0.00,"433,499",N/A,N/A
1506,KIWOOM 국고채30년액티브,"58,125",상승 230,+0.40%,0,384,660,0.06,"5,291",N/A,N/A
1507,부산주공,486,보합 0,0.00%,500,383,"78,783",4.34,0,-9.00,-3.75
1508,KB 레버리지 금 선물 ETN(H),"76,575",하락 395,-0.51%,0,383,500,0.00,471,N/A,N/A
1509,RISE 중국본토CSI300,"13,610",상승 160,+1.19%,0,381,"2,800",0.00,"3,629",N/A,N/A
1510,미래에셋 레버리지 미국 AI TOP3 ETN,"38,030",하락 200,-0.52%,0,380,"1,000",0.00,508,N/A,N/A
1511,SOL 반도체전공정,"11,325",상승 10,+0.09%,0,379,"3,350",0.51,"81,437",N/A,N/A
1512,N2 미국 IT TOP5 ETN(H),"54,025",보합 0,0.00%,0,378,700,0.00,0,N/A,N/A
1513,KoAct 배당성장액티브,"13,500",상승 125,+0.93%,0,378,"2,800",0.72,"9,468",N/A,N/A
1514,모나미,"2,000",하락 20,-0.99%,"1,000",378,"18,897",3.19,"38,317",-5.83,-5.66
1515,PLUS 태양광&ESS,"22,840",상승 425,+1.90%,0,377,"1,650",0.31,"184,746",N/A,N/A
1517,한화투자증권우,"7,820",하락 230,-2.86%,"5,000",375,"4,800",0.48,"24,212",25.98,N/A
1519,이엔플러스,511,보합 0,0.00%,500,375,"73,375",4.15,0,-0.99,-175.33
1520,MH에탄올,"5,080",하락 10,-0.20%,500,375,"7,379",1.02,"6,329",-28.07,-4.63
1521,우진플라임,"1,866",하락 9,-0.48%,500,373,"20,000",2.20,"25,453",9.72,2.26
1522,삼성 iSelect 레버리지 조선 TOP10 TR ETN,"37,200","상승 1,660",+4.67%,0,372,"1,000",0.00,"2,123",N/A,N/A
1524,KODEX 미국S&P500액티브,"14,210",하락 10,-0.07%,0,369,"2,600",0.04,"62,257",N/A,N/A
1525,KB 레버리지 KOSPI 200 선물 ETN,"73,795","상승 1,910",+2.66%,0,369,500,0.00,707,N/A,N/A
1526,에넥스,613,하락 57,-8.51%,500,368,"59,992",1.87,"2,729,193",17.51,9.50
1527,메타랩스,"1,475",하락 15,-1.01%,"2,500",367,"24,905",0.00,"93,668",-3.23,0.26
1528,SOL 미국AI반도체칩메이커,"15,585",상승 165,+1.07%,0,366,"2,350",0.08,"10,442",N/A,N/A
1529,HANARO 코리아밸류업,"16,990",상승 385,+2.32%,0,365,"2,150",0.00,310,N/A,N/A
1530,메리츠 3X 레버리지 미국채10년 ETN,"60,530",하락 525,-0.86%,0,363,600,0.00,229,N/A,N/A
1531,대림통상,"2,385",하락 55,-2.25%,"1,000",363,"15,225",0.97,"24,895",-2.25,-16.90
1532,솔루스첨단소재1우,"2,145",상승 5,+0.23%,100,363,"16,909",8.69,"55,905",-4.60,N/A
1533,WON 미국우주항공방산,"23,365",하락 305,-1.29%,0,362,"1,550",0.11,"21,255",N/A,N/A
1534,TIGER 차이나항셍테크레버리지(합성 H),"8,960",상승 55,+0.62%,0,362,"4,040",1.93,"36,546",N/A,N/A
1535,유니드비티플러스,"3,405",하락 15,-0.44%,"1,000",361,"10,611",2.00,"6,454",53.20,3.31
1536,KODEX 차이나2차전지MSCI(합성),"10,940",상승 140,+1.30%,0,361,"3,300",0.19,"15,152",N/A,N/A
1538,SOL 미국S&P500미국채혼합50,"11,265",하락 30,-0.27%,0,360,"3,200",0.38,"178,989",N/A,N/A
1539,RISE 미국AI테크액티브,"13,585",하락 60,-0.44%,0,360,"2,650",0.04,"9,732",N/A,N/A
1540,KODEX 일본TOPIX100,"27,225",상승 110,+0.41%,0,359,"1,320",0.05,"13,946",N/A,N/A
1541,TIGER 글로벌AI사이버보안,"14,475",하락 10,-0.07%,0,359,"2,480",0.04,"16,289",N/A,N/A
1542,RISE 컨택트대표,"7,565",하락 5,-0.07%,0,357,"4,720",0.00,"4,226",N/A,N/A
1543,KODEX 미국S&P500배당귀족커버드콜(합성 H),"7,595",하락 5,-0.07%,0,357,"4,700",0.01,"19,034",N/A,N/A
1544,KODEX 건설,"4,050",하락 90,-2.17%,0,356,"8,800",0.49,"522,509",N/A,N/A
1545,HANARO 증권고배당TOP3플러스,"9,900",하락 80,-0.80%,0,356,"3,600",0.14,"63,534",N/A,N/A
1547,KODEX 인도타타그룹,"8,780",하락 30,-0.34%,0,356,"4,050",0.00,"9,405",N/A,N/A
1548,TIGER AI코리아그로스액티브,"20,905",상승 225,+1.09%,0,355,"1,700",0.12,"8,274",N/A,N/A
1549,SOL KIS단기통안채,"111,675",상승 15,+0.01%,0,355,318,0.00,39,N/A,N/A
1550,KODEX IT,"29,580",상승 810,+2.82%,0,355,"1,200",0.24,"30,646",N/A,N/A
1551,HK 200,"59,070","상승 1,495",+2.60%,0,354,600,0.00,14,N/A,N/A
1552,키움 INDXX 미국테크탑10 ETN,"35,320",상승 295,+0.84%,0,353,"1,000",0.00,11,N/A,N/A
1554,TIGER 유로스탁스50(합성 H),"20,745",하락 70,-0.34%,0,353,"1,700",0.05,"6,120",N/A,N/A
1555,미래에셋 미국 제약 TOP3 ETN,"11,745",하락 80,-0.68%,0,352,"3,000",0.00,"12,025",N/A,N/A
1556,한성기업,"5,670",상승 80,+1.43%,"5,000",352,"6,210",1.67,"128,447",-101.25,4.25
1557,다이나믹디자인,930,상승 20,+2.20%,500,351,"37,794",0.00,"342,607",-1.89,-12.87
1558,한투 레버리지 베트남 VN30 선물 ETN(H),"34,900",상승 215,+0.62%,0,349,"1,000",0.00,204,N/A,N/A
1559,KODEX 게임산업,"6,205",하락 100,-1.59%,0,347,"5,600",0.21,"188,885",N/A,N/A
1560,PLUS 미국장기우량회사채,"100,000",하락 520,-0.52%,0,347,347,0.09,"1,448",N/A,N/A
1562,삼성 코리아 밸류업 TR ETN,"17,300",상승 200,+1.17%,0,346,"2,000",0.00,4,N/A,N/A
1563,KODEX 미국러셀2000(H),"14,700",하락 35,-0.24%,0,345,"2,350",0.09,"14,653",N/A,N/A
1564,ACE 미국하이일드액티브(H),"9,830",하락 5,-0.05%,0,344,"3,500",0.00,"40,341",N/A,N/A
1565,원림,"14,970",하락 130,-0.86%,"5,000",344,"2,298",1.31,78,9.21,3.31
1566,대한방직,"6,490",하락 100,-1.52%,"1,000",344,"5,300",1.66,"11,754",-50.70,0.85
1567,신한 레버리지 미국달러 선물 ETN,"17,095",하락 130,-0.75%,0,342,"2,000",0.00,26,N/A,N/A
1568,KIWOOM 미국S&P500(H),"17,045",상승 40,+0.24%,0,341,"2,000",0.27,"31,733",N/A,N/A
1569,KODEX KRX300레버리지,"33,995",상승 750,+2.26%,0,340,"1,000",0.00,"11,571",N/A,N/A
1570,세우글로벌,"1,184",하락 5,-0.42%,500,340,"28,705",1.39,"19,573",11.17,6.90
1571,KODEX 탄소효율그린뉴딜,"14,145",상승 135,+0.96%,0,339,"2,400",0.00,281,N/A,N/A
1572,세방우,"9,200",하락 50,-0.54%,500,339,"3,689",18.28,"2,230",3.59,N/A
1573,KIWOOM 글로벌AI반도체,"21,830",상승 55,+0.25%,0,338,"1,550",0.09,"5,604",N/A,N/A
1574,1Q K소버린AI,"10,100",하락 65,-0.64%,0,338,"3,350",0.64,"191,783",N/A,N/A
1575,TIGER 코리아배당다우존스위클리커버드콜,"10,570",하락 85,-0.80%,0,338,"3,200",1.34,"38,324",N/A,N/A
1576,두산퓨얼셀2우B,"11,320",하락 360,-3.08%,100,338,"2,986",0.54,"3,806",-25.44,N/A
1577,코리아써우,"11,390",상승 210,+1.88%,500,338,"2,965",1.58,"34,821",-3.68,N/A
1578,세기상사,"5,650",하락 250,-4.24%,500,337,"5,970",0.82,"114,645",-13.71,-10.99
1579,PLUS 미국나스닥테크,"44,865",상승 345,+0.77%,0,336,750,0.03,"2,628",N/A,N/A
1581,체시스,"1,047",하락 4,-0.38%,500,335,"32,000",2.15,"94,349",3.81,16.90
1582,국보,"2,110",보합 0,0.00%,500,335,"15,856",0.37,0,-1.09,-137.36
1583,KODEX 차이나AI테크액티브,"16,320",상승 405,+2.54%,0,335,"2,050",0.18,"23,351",N/A,N/A
1584,RISE 테슬라미국채타겟커버드콜혼합(합성),"10,115",하락 15,-0.15%,0,334,"3,300",0.11,"93,545",N/A,N/A
1585,KODEX 미국부동산리츠(H),"11,680",하락 15,-0.13%,0,333,"2,850",0.05,"10,093",N/A,N/A
1586,TIGER 200 금융,"12,775",하락 220,-1.69%,0,332,"2,600",0.17,"56,467",N/A,N/A
1587,미래에셋 1.5X 천연가스 선물 ETN,"13,245",상승 350,+2.71%,0,331,"2,500",0.00,"295,390",N/A,N/A
1588,SOL 국고채3년,"102,570",하락 70,-0.07%,0,330,322,0.00,"1,801",N/A,N/A
1589,온타이드,483,하락 2,-0.41%,500,330,"68,376",2.28,"291,761",-9.66,-3.35
1590,동일제강,"1,625",하락 9,-0.55%,500,330,"20,300",0.64,"18,748",4.58,-0.32
1591,PLUS 미국단기회사채(AAA~A),"134,000",하락 270,-0.20%,0,330,246,0.03,707,N/A,N/A
1592,KODEX KRX300,"27,430",상승 490,+1.82%,0,329,"1,200",0.07,"36,437",N/A,N/A
1593,SOL 미국배당다우존스2호,"10,910",하락 55,-0.50%,0,327,"3,000",0.06,"16,315",N/A,N/A
1594,RISE 글로벌리얼티인컴,"10,540",상승 45,+0.43%,0,327,"3,100",0.06,"15,879",N/A,N/A
1595,삼성 인버스 2X 나스닥 100 TR ETN,"6,525",하락 60,-0.91%,0,326,"5,000",0.06,"41,855",N/A,N/A
1596,삼성 레버리지 일본니케이225선물 ETN(H),"32,560",상승 55,+0.17%,0,326,"1,000",0.00,436,N/A,N/A
1597,N2 레버리지 천연가스 선물 ETN,"32,500",상승 840,+2.65%,0,325,"1,000",0.00,"7,242",N/A,N/A
1598,메리츠 KAP 통안채 6개월 ETN,"54,110",보합 0,0.00%,0,325,600,0.00,0,N/A,N/A
1599,경인전자,"20,600",상승 150,+0.73%,"5,000",324,"1,571",9.10,"1,648",7.44,3.48
1600,미래에셋 -1.5X 천연가스 선물 ETN,"12,850",하락 395,-2.98%,0,321,"2,500",0.00,"629,064",N/A,N/A
1601,KODEX 미국테크TOP3플러스,"16,900",하락 20,-0.12%,0,321,"1,900",0.05,"12,162",N/A,N/A
1602,TIGER 모멘텀,"51,775",상승 540,+1.05%,0,321,620,0.58,"9,004",N/A,N/A
1603,미래에셋 레버리지 미국 방위산업 TOP3 ETN,"32,080",상승 100,+0.31%,0,321,"1,000",0.00,224,N/A,N/A
1604,ACE TDF2050액티브,"12,020",상승 15,+0.12%,0,319,"2,650",0.03,"38,773",N/A,N/A
1605,ACE 일본TOPIX레버리지(H),"63,395",상승 860,+1.38%,0,317,500,0.00,276,N/A,N/A
1606,한국전자홀딩스,675,보합 0,0.00%,500,316,"46,803",2.38,"23,945",17.76,3.50
1607,한투 블룸버그인버스2XWTI원유선물 ETN B,"15,755",하락 375,-2.32%,0,315,"2,000",0.00,"6,882",N/A,N/A
1608,남성,870,하락 3,-0.34%,500,315,"36,212",1.71,"16,638",7.02,4.11
1609,RISE 코리아금융고배당,"14,985",하락 185,-1.22%,0,315,"2,100",0.82,"44,159",N/A,N/A
1610,KODEX iShares미국투자등급회사채액티브,"12,045",하락 35,-0.29%,0,314,"2,610",0.09,"52,314",N/A,N/A
1611,TIGER 200 건설,"4,815",하락 35,-0.72%,0,314,"6,520",1.33,"551,171",N/A,N/A
1612,PLUS 200TR,"69,710",상승 935,+1.36%,0,314,450,0.03,311,N/A,N/A
1613,RISE 게임테마,"7,745",하락 160,-2.02%,0,314,"4,050",0.16,"24,637",N/A,N/A
1614,대덕전자1우,"14,950",하락 40,-0.27%,500,313,"2,096",1.07,"10,129",29.20,N/A
1615,TIGER 미국AI반도체팹리스,"16,010",상승 55,+0.34%,0,312,"1,950",0.16,"31,974",N/A,N/A
1616,PLUS TDF2060액티브,"17,790",하락 10,-0.06%,0,311,"1,750",0.10,"19,691",N/A,N/A
1617,PLUS 미국S&P500성장주,"13,535",상승 10,+0.07%,0,311,"2,300",0.06,"9,672",N/A,N/A
1618,마이티 다이나믹퀀트액티브,"20,475",상승 205,+1.01%,0,311,"1,520",0.00,21,N/A,N/A
1619,미래에셋 인버스 2X 옥수수 선물 ETN,"31,050",상승 355,+1.16%,0,310,"1,000",0.00,1,N/A,N/A
1620,한창제지,520,상승 2,+0.39%,500,310,"59,667",0.98,"65,388",-6.93,2.85
1621,KoAct AI인프라액티브,"15,510",상승 60,+0.39%,0,310,"2,000",0.13,"16,747",N/A,N/A
1622,SUN&L,"2,455",상승 5,+0.20%,"1,000",310,"12,608",0.92,"4,593",-8.10,-6.85
1623,한투 레버리지 나스닥100 ETN B,"15,450",상승 40,+0.26%,0,309,"2,000",0.00,644,N/A,N/A
1624,KODEX 에너지화학,"13,715",상승 165,+1.22%,0,307,"2,240",0.12,"45,167",N/A,N/A
1625,KIWOOM 국고채10년레버리지,"105,710",하락 235,-0.22%,0,307,290,0.00,204,N/A,N/A
1626,RISE 국채선물3년,"55,085",하락 60,-0.11%,0,306,556,0.00,12,N/A,N/A
1627,미래에셋 2X 미국 자율주행대표기업 ETN,"30,575",상승 20,+0.07%,0,306,"1,000",0.00,297,N/A,N/A
1628,RISE 미국30년국채액티브,"10,000",하락 85,-0.84%,0,305,"3,050",0.19,"30,888",N/A,N/A
1629,핸즈코퍼레이션,"1,393",하락 17,-1.21%,500,305,"21,876",1.31,"21,334",-0.33,-53.93
1630,메리츠 KAP 레버리지 일본 엔화 ETN,"20,195",하락 225,-1.10%,0,303,"1,500",0.00,"35,841",N/A,N/A
1631,KODEX 글로벌로봇(합성),"24,060",하락 15,-0.06%,0,302,"1,254",0.05,"13,921",N/A,N/A
1633,WISCOM,"1,964",하락 6,-0.30%,500,301,"15,326",1.62,"3,882",-1.49,-24.12
1634,1Q 단기특수은행채액티브,"100,110",상승 30,+0.03%,0,300,300,0.00,"4,754",N/A,N/A
1635,우진아이엔에스,"3,940",하락 145,-3.55%,500,300,"7,622",1.89,"26,849",-3.89,-26.31
1636,KB 레버리지 은 선물 ETN(H),"60,000",하락 120,-0.20%,0,300,500,0.00,"9,355",N/A,N/A
1639,RISE 글로벌테크놀로지(합성 H),"39,785",상승 170,+0.43%,0,298,750,0.00,98,N/A,N/A
1640,KB 레버리지 2차전지 TOP 10 TR ETN,"29,810","상승 2,500",+9.15%,0,298,"1,000",0.00,"1,427",N/A,N/A
1641,한세엠케이,665,하락 3,-0.45%,500,298,"44,807",0.95,"17,297",-0.47,-58.73
1642,대원화성,721,하락 13,-1.77%,500,297,"41,249",0.55,"129,128",-3.55,-25.62
1643,삼성 KRX 레버리지 2차전지 TOP10 TR ETN,"29,705","상승 2,555",+9.41%,0,297,"1,000",0.00,"45,448",N/A,N/A
1645,ACE 일본Nikkei225(H),"36,370",상승 40,+0.11%,0,291,800,0.10,"8,759",N/A,N/A
1646,비비안,643,하락 10,-1.53%,500,291,"45,196",2.78,"201,847",-2.48,-1.19
1647,TIGER 유로스탁스배당30,"18,135",하락 85,-0.47%,0,290,"1,600",0.01,"7,319",N/A,N/A
1648,TIGER 인도니프티50레버리지(합성),"45,230",상승 80,+0.18%,0,289,640,0.06,"1,091",N/A,N/A
1649,ACE ESG액티브,"13,130",상승 130,+1.00%,0,289,"2,200",0.00,76,N/A,N/A
1650,TIGER 미국달러선물인버스2X,"4,895",상승 5,+0.10%,0,289,"5,900",0.00,"9,551",N/A,N/A
1651,호텔신라우,"38,300",하락 100,-0.26%,"5,000",288,752,3.38,"1,845",-6.96,N/A
1652,동원수산,"6,180",보합 0,0.00%,"5,000",288,"4,654",6.25,"31,810",3.98,11.17
1653,주연테크,445,상승 1,+0.23%,200,287,"64,482",1.28,"138,483",-10.35,-7.07
1654,KODEX 구리선물(H),"8,690",상승 10,+0.12%,0,287,"3,300",0.21,"81,863",N/A,N/A
1655,RISE 미국반도체NYSE,"21,950",상승 150,+0.69%,0,285,"1,300",0.03,"9,478",N/A,N/A
1656,KIWOOM 미국고배당&AI테크,"10,565",상승 10,+0.09%,0,285,"2,700",0.58,"156,462",N/A,N/A
1657,RISE 바이오TOP10액티브,"14,985",하락 575,-3.70%,0,285,"1,900",0.14,"294,773",N/A,N/A
1658,메리츠 2X 천연가스 선물 ETN(H),"28,470",상승 830,+3.00%,0,285,"1,000",0.00,"36,750",N/A,N/A
1659,하나 레버리지 천연가스 선물 ETN(H),"28,455",상승 840,+3.04%,0,285,"1,000",0.00,"8,583",N/A,N/A
1660,한투 금 선물 ETN,"28,220",하락 115,-0.41%,0,282,"1,000",0.00,"2,358",N/A,N/A
1661,코오롱우,"26,150",하락 550,-2.06%,"5,000",281,"1,076",19.53,"7,585",-3.00,N/A
1662,KODEX 테슬라밸류체인FactSet,"20,085",상승 240,+1.21%,0,281,"1,400",0.06,"15,074",N/A,N/A
1663,KB 일본 컨슈머 TOP 10 ETN,"14,005",하락 240,-1.68%,0,280,"2,000",0.00,46,N/A,N/A
1664,미래에셋 인버스 2X 원유선물혼합 ETN(H),"11,155",하락 270,-2.36%,0,279,"2,500",0.00,"8,633",N/A,N/A
1665,미래에셋 -2X 미국채울트라30년 선물 ETN,"13,890",상승 195,+1.42%,0,278,"2,000",0.00,12,N/A,N/A
1666,KIWOOM 미국달러선물,"16,985",하락 5,-0.03%,0,277,"1,630",0.00,"3,062",N/A,N/A
1667,HANARO 32-10 국고채액티브,"55,785",하락 185,-0.33%,0,276,494,0.08,831,N/A,N/A
1668,RISE 미국단기투자등급회사채액티브,"13,055",하락 30,-0.23%,0,274,"2,100",0.09,"16,540",N/A,N/A
1669,TIGER S&P글로벌헬스케어(합성),"25,850",하락 295,-1.13%,0,274,"1,060",0.05,"12,429",N/A,N/A
1670,PLUS 미국양자컴퓨팅TOP10,"18,860",하락 340,-1.77%,0,273,"1,450",0.21,"41,320",N/A,N/A
1671,신한 레버리지 구리 선물 ETN,"27,335",하락 20,-0.07%,0,273,"1,000",0.00,"102,363",N/A,N/A
1672,대한항공우,"24,600",상승 50,+0.20%,"5,000",273,"1,111",2.12,"2,988",9.58,N/A
1673,KoAct 글로벌친환경전력인프라액티브,"25,990",하락 120,-0.46%,0,273,"1,050",0.10,"24,928",N/A,N/A
1674,TIGER 우선주,"18,190",하락 10,-0.05%,0,273,"1,500",0.33,"73,790",N/A,N/A
1676,TIGER 글로벌클라우드컴퓨팅INDXX,"12,230",상승 30,+0.25%,0,269,"2,200",0.12,"10,876",N/A,N/A
1677,RISE 내수주플러스,"10,735",하락 90,-0.83%,0,268,"2,500",0.04,599,N/A,N/A
1678,TIGER 글로벌이노베이션액티브,"21,125",상승 55,+0.26%,0,268,"1,270",0.00,"2,412",N/A,N/A
1679,TIGER 차이나AI소프트웨어,"12,770",상승 150,+1.19%,0,268,"2,100",0.32,"38,967",N/A,N/A
1680,TIGER 코리아테크액티브,"17,625",상승 5,+0.03%,0,268,"1,520",0.05,"29,679",N/A,N/A
